area,area_title,naics,naics_title,occ code,occ title,o_group,i_group,tot_emp,emp_prse,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),13-1071,Human Resources Specialists,detailed,4-digit,130,6.6,0.65,29.25,60840,2.3,20.06,23.71,27.91,32.84,39.86,41720,49320,58050,68310,82910,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),13-1081,Logisticians,detailed,4-digit,60,15.6,0.33,26.7,55540,3.9,16.78,21.11,25.72,32.69,37.69,34900,43910,53500,68000,78390,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),13-1161,Market Research Analysts and Marketing Specialists,detailed,4-digit,40,26.3,0.22,27.17,56500,3.8,17.07,20.55,24.32,32.16,40.3,35510,42750,50580,66900,83820,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,4-digit,50,20.8,0.26,35.88,74620,2.1,27.73,31.57,35.69,41.04,45.86,57680,65670,74240,85360,95400,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),13-2011,Accountants and Auditors,detailed,4-digit,200,8.9,1.02,32.03,66630,2.2,21.64,25.24,31.02,37.93,44.95,45000,52490,64510,78890,93490,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),15-0000,Computer and Mathematical Occupations,major,4-digit,250,9,1.28,35.29,73410,3.6,21,25.54,31.87,41.58,52.57,43680,53130,66300,86500,109340,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),15-1231,Computer Network Support Specialists,detailed,4-digit,60,10.5,0.3,35.85,74560,11.9,21.26,23.85,28.94,38.58,47.16,44230,49610,60190,80250,98100,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),15-1232,Computer User Support Specialists,detailed,4-digit,30,14.1,0.17,26.19,54470,2.4,17.98,22.59,26.53,29.92,34.64,37410,46980,55180,62240,72050,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),15-1251,Computer Programmers,detailed,4-digit,50,21.9,0.26,34.82,72420,4.6,20.67,26.71,34.22,40.6,52.02,42990,55550,71180,84450,108200,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),15-1257,Web Developers and Digital Interface Designers,detailed,4-digit,30,9.9,0.16,33.15,68950,11,17.09,24.94,32.46,42.36,50.32,35550,51870,67520,88120,104660,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),17-0000,Architecture and Engineering Occupations,major,4-digit,1240,5.3,6.37,34.69,72140,3.1,21.43,25.78,31.62,39.27,49.66,44570,53620,65760,81690,103300,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),17-2071,Electrical Engineers,detailed,4-digit,40,27,0.23,39.39,81930,3.3,26.72,29.73,36.38,47.26,58.77,55580,61830,75660,98300,122250,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),17-2112,Industrial Engineers,detailed,4-digit,350,8.6,1.78,38.66,80410,9.6,24.66,28.04,34.01,40.53,53.65,51300,58320,70740,84290,111590,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),17-2141,Mechanical Engineers,detailed,4-digit,460,8.6,2.37,38.9,80900,2.4,26,30.39,36.62,45.23,54.94,54090,63210,76180,94070,114270,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),17-3013,Mechanical Drafters,detailed,4-digit,200,13.5,1.01,25.17,52360,2.1,18.97,21.3,25.18,28.92,32.43,39460,44310,52360,60160,67450,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),17-3027,Mechanical Engineering Technologists and Technicians,detailed,4-digit,100,15.4,0.51,25.23,52480,2.9,19.88,21.41,23.95,28.8,33.75,41350,44540,49810,59900,70200,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4-digit,60,14.5,0.33,13.86,28820,3.3,9.07,10.85,13.54,16.31,19.29,18860,22570,28170,33920,40120,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,4-digit,60,14.5,0.33,13.86,28820,3.3,9.07,10.85,13.54,16.31,19.29,18860,22570,28170,33920,40120,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),41-0000,Sales and Related Occupations,major,4-digit,680,9.5,3.53,38.67,80430,4.6,20.86,25.43,33.3,44.09,58.77,43380,52900,69260,91710,122250,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,4-digit,100,12.9,0.51,52.66,109520,11.5,25.39,33.06,44.82,57.9,93,52810,68760,93220,120430,193440,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,4-digit,540,10.3,2.76,35.89,74650,5.4,20.36,24.27,30.59,40,53.77,42350,50480,63630,83210,111840,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),41-9031,Sales Engineers,detailed,4-digit,30,16.6,0.17,42.19,87760,3.9,30.73,34.64,40.28,51.28,57.91,63920,72050,83780,106660,120450,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-0000,Office and Administrative Support Occupations,major,4-digit,1430,5.4,7.39,20.23,42070,1.7,13.08,16.09,19.21,23.35,28.18,27210,33470,39960,48560,58610,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,4-digit,130,15,0.69,29.15,60640,2.6,20.41,23.61,27.76,32.18,42.95,42460,49100,57730,66930,89340,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,4-digit,200,17.2,1.03,18.32,38100,5.9,10.35,14.14,18.72,22.27,24.61,21520,29410,38950,46310,51180,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-4051,Customer Service Representatives,detailed,4-digit,170,12.9,0.88,21.1,43880,2.9,15.53,17.18,20.07,23.64,28.93,32300,35730,41740,49160,60170,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-4151,Order Clerks,detailed,4-digit,60,28.5,0.28,19.92,41420,4.3,15.87,17.11,19.16,22.67,25.87,33010,35590,39850,47150,53810,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-5061,"Production, Planning, and Expediting Clerks",detailed,4-digit,120,12.1,0.63,25.95,53980,10.4,17.06,20.23,23.26,27.04,30.04,35480,42080,48390,56240,62480,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,4-digit,290,12,1.5,18.85,39200,1.7,14.64,16.64,18.7,21.41,23.95,30460,34600,38890,44530,49810,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,4-digit,30,28.3,0.17,16.43,34170,3.5,10.84,12.36,16.25,19.19,22.99,22560,25710,33810,39910,47810,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),43-9061,"Office Clerks, General",detailed,4-digit,350,11.1,1.81,17.1,35580,2.7,11.86,13.8,16.51,20.27,23.96,24670,28710,34340,42150,49840,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),47-0000,Construction and Extraction Occupations,major,4-digit,550,26.5,2.82,25.73,53520,6.5,15.53,17.87,22.61,30.98,44.43,32300,37160,47030,64440,92420,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),47-2011,Boilermakers,detailed,4-digit,40,12.9,0.2,19.06,39650,9.2,14.47,16.07,17.97,21.2,26.96,30100,33430,37370,44100,56070,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),47-2111,Electricians,detailed,4-digit,80,19.6,0.41,27.82,57860,5.6,17.68,22.18,27.65,32.91,38.99,36780,46140,57510,68450,81100,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),47-2211,Sheet Metal Workers,detailed,4-digit,360,39.5,1.86,25.29,52600,9.4,15.64,17.66,21.84,29.93,44.8,32520,36720,45420,62250,93170,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),49-0000,"Installation, Maintenance, and Repair Occupations",major,4-digit,690,6.5,3.56,24.37,50680,1.3,17,20.58,24.01,28.16,31.1,35360,42800,49950,58580,64680,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,4-digit,60,12.1,0.31,34.66,72090,2.8,23.45,27.41,33.93,40.99,47.72,48770,57000,70570,85260,99250,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),49-9041,Industrial Machinery Mechanics,detailed,4-digit,160,13.6,0.8,25.68,53420,2.4,20.56,22.99,26.18,28.77,30.35,42770,47810,54450,59850,63130,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),49-9043,"Maintenance Workers, Machinery",detailed,4-digit,90,11.2,0.48,23.5,48890,3.4,16.3,20.18,23.76,27.61,30.29,33910,41980,49430,57440,63010,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),49-9071,"Maintenance and Repair Workers, General",detailed,4-digit,370,8.5,1.91,22.32,46420,1.4,15.57,19.46,22.38,25.66,29.52,32380,40470,46550,53370,61410,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-0000,Production Occupations,major,4-digit,11610,5.1,59.82,21.71,45150,2.1,14.52,17,20.22,24.37,30.13,30200,35360,42070,50690,62680,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-1011,First-Line Supervisors of Production and Operating Workers,detailed,4-digit,1200,7,6.2,31.28,65060,2.6,19.97,24.05,29.89,36.7,43.48,41540,50020,62180,76330,90440,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-2041,Structural Metal Fabricators and Fitters,detailed,4-digit,1450,11.9,7.45,21.45,44610,1.9,15.95,18.1,21.05,23.9,28.47,33170,37650,43790,49710,59220,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-2090,Miscellaneous Assemblers and Fabricators,detailed,4-digit,1960,11.9,10.13,16.52,34360,1.6,12.28,13.96,16.51,18.68,21.35,25550,29040,34340,38860,44400,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4-digit,1650,7.6,8.48,20.61,42880,2.9,14.37,16.64,19.42,23.91,29.77,29900,34620,40400,49720,61910,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,4-digit,150,5.5,0.79,18.66,38810,1.9,15.43,16.63,18.38,20.82,23.54,32090,34600,38230,43310,48960,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4041,Machinists,detailed,4-digit,320,15.3,1.66,20.52,42690,3.1,15.34,17.16,20.57,23.48,26.8,31910,35690,42780,48840,55730,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4051,Metal-Refining Furnace Operators and Tenders,detailed,4-digit,50,17.7,0.27,25.8,53670,3.5,18.85,24.01,26.85,29.12,30.69,39200,49940,55850,60560,63840,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,4-digit,70,33.1,0.37,21.81,45370,9.1,15.19,17.07,21.04,27.35,29.81,31600,35500,43760,56890,62000,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4111,Tool and Die Makers,detailed,4-digit,100,24.6,0.54,23.55,48980,7.1,13.87,18.13,23.46,28.8,34.21,28850,37710,48790,59910,71170,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,4-digit,2770,7.7,14.26,21.5,44720,1.2,16.45,18.44,21.22,24.11,28.01,34210,38350,44130,50150,58250,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,4-digit,60,10.5,0.3,18.88,39270,3.3,14.29,16.01,17.9,21.61,27.23,29730,33310,37240,44950,56640,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,4-digit,420,8.9,2.14,26.8,55750,9.7,15.71,18.26,21.98,26.12,30.44,32670,37970,45720,54330,63320,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-9111,Packaging and Filling Machine Operators and Tenders,detailed,4-digit,140,13.5,0.7,23.53,48940,4.3,19.12,20.57,22.97,26.82,29.85,39780,42780,47770,55790,62090,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,4-digit,560,11.8,2.89,19.35,40250,2.1,13.55,15.92,18.95,22.77,25.65,28190,33110,39410,47350,53350,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-9161,Computer Numerically Controlled Tool Operators,detailed,4-digit,380,11.2,1.94,20.73,43120,2.5,14.36,17.22,20.75,23.95,27.94,29860,35820,43160,49820,58120,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-9162,Computer Numerically Controlled Tool Programmers,detailed,4-digit,70,9.7,0.35,26,54090,1.8,20.56,22.54,25.93,29.53,31.89,42770,46890,53930,61420,66320,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),51-9198,Helpers--Production Workers,detailed,4-digit,90,24.8,0.48,16.33,33970,3,12.24,13.55,15.89,18.33,22.34,25450,28180,33040,38120,46460,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),53-0000,Transportation and Material Moving Occupations,major,4-digit,1000,6.4,5.16,19.88,41340,1.9,14.16,16.36,18.99,23.09,27.2,29460,34020,39490,48040,56570,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,4-digit,130,12,0.65,23.86,49630,5.8,15.88,18.08,21.97,27.79,37.75,33030,37600,45690,57800,78530,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),53-7051,Industrial Truck and Tractor Operators,detailed,4-digit,230,14.2,1.17,21.8,45340,2.9,16.1,18.85,21.94,25.36,28.4,33490,39200,45640,52750,59070,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,4-digit,510,5.8,2.62,18.06,37570,1.7,13.53,15.49,17.64,20.2,24.16,28150,32210,36700,42010,50260,,
55,Wisconsin,3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),53-7064,"Packers and Packagers, Hand",detailed,4-digit,**,**,**,17.87,37160,2.6,14.06,15.85,17.74,19.94,23.09,29240,32960,36900,41480,48020,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",00-0000,All Occupations,total,4-digit,17230,3.2,100,23.6,49090,1.8,14.42,17.1,21.19,26.94,34.67,30000,35560,44070,56040,72110,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",11-0000,Management Occupations,major,4-digit,620,11,3.58,65.46,136170,8,35.54,42.68,53.25,74.36,#,73920,88770,110750,154670,#,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",11-1021,General and Operations Managers,detailed,4-digit,180,28.5,1.02,99.56,207090,11,51.73,64.24,91.85,#,#,107590,133610,191040,#,#,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",11-3051,Industrial Production Managers,detailed,4-digit,330,10.5,1.92,49.72,103430,2.5,33.79,39.46,47.43,57.31,67.27,70290,82080,98660,119210,139920,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",11-9041,Architectural and Engineering Managers,detailed,4-digit,40,26.2,0.24,51.28,106650,4.6,40.96,43.29,47.15,53.8,66.79,85190,90050,98080,111910,138930,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",13-0000,Business and Financial Operations Occupations,major,4-digit,530,8.7,3.05,28.64,59570,2,19.49,22.22,27.42,34.46,39.54,40530,46230,57040,71680,82240,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",13-1020,Buyers and Purchasing Agents,detailed,4-digit,220,14,1.26,26.24,54580,3,17.97,21.11,25.29,31.13,36.61,37380,43910,52610,64750,76150,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",13-1051,Cost Estimators,detailed,4-digit,50,24.7,0.27,24.43,50820,3.5,19.41,20.81,23.05,27.23,33.05,40380,43280,47950,56630,68740,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",13-1071,Human Resources Specialists,detailed,4-digit,80,10.8,0.48,28.71,59710,3.1,20.63,23.27,28.25,34.27,38.38,42900,48400,58760,71290,79820,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",13-2011,Accountants and Auditors,detailed,4-digit,150,11.3,0.84,33.08,68800,3.8,21.02,24.74,32.65,38.96,48.14,43720,51450,67910,81030,100130,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",15-0000,Computer and Mathematical Occupations,major,4-digit,120,11.5,0.67,31.45,65410,2.6,22,25.79,30.09,37.17,43.93,45760,53650,62580,77310,91370,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",15-1251,Computer Programmers,detailed,4-digit,60,16.4,0.35,33.37,69400,2.8,25.48,27.82,32.63,37.9,44.31,52990,57860,67870,78840,92160,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",17-0000,Architecture and Engineering Occupations,major,4-digit,690,9.8,4.03,32.56,67720,2.1,21.05,26.62,32.61,38.01,45.13,43780,55370,67830,79060,93880,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",17-2112,Industrial Engineers,detailed,4-digit,180,11.9,1.06,31.98,66520,3.1,22.31,26.46,31.5,37.24,43.57,46410,55030,65510,77450,90620,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",17-2141,Mechanical Engineers,detailed,4-digit,400,13.4,2.34,34.29,71320,2.9,22.9,29.1,34.42,39.14,46.57,47630,60530,71600,81420,96870,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",17-3013,Mechanical Drafters,detailed,4-digit,**,**,**,27.67,57560,6.9,20.4,23.4,27.55,32.26,36.55,42440,48660,57310,67110,76030,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4-digit,70,18.7,0.4,13.61,28310,3.9,8.53,12.39,13.96,15.65,18.05,17740,25780,29040,32560,37550,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,4-digit,70,18.7,0.4,13.61,28310,3.9,8.53,12.39,13.96,15.65,18.05,17740,25780,29040,32560,37550,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",41-0000,Sales and Related Occupations,major,4-digit,450,11.2,2.6,33,68630,3.9,17.06,24.7,31.17,40.74,51.01,35480,51380,64830,84750,106100,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,4-digit,50,29.4,0.31,26.3,54710,9.6,20.62,22.12,24.62,29.93,34.95,42890,46010,51210,62250,72700,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,4-digit,360,12.2,2.11,33.5,69680,3.6,16.98,26.05,31.7,40.72,51.5,35320,54190,65930,84690,107130,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-0000,Office and Administrative Support Occupations,major,4-digit,1400,7.9,8.13,19.41,40380,2,12.95,15.97,19,22.72,26.44,26930,33220,39520,47260,55000,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,4-digit,80,18.4,0.47,28.16,58570,3,20.71,22.83,26.68,32.41,38.5,43080,47480,55490,67420,80090,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,4-digit,270,18.9,1.56,18.81,39120,5.9,11.29,15.29,19.32,22.7,25.08,23480,31810,40190,47210,52160,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-4051,Customer Service Representatives,detailed,4-digit,80,16,0.46,21.43,44580,3.6,16.07,18.19,20.76,23.5,28.7,33420,37840,43170,48870,59700,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-4151,Order Clerks,detailed,4-digit,30,22.5,0.2,19.14,39800,4.1,13.77,15.79,18.03,21.71,24.68,28630,32840,37500,45150,51340,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-5061,"Production, Planning, and Expediting Clerks",detailed,4-digit,60,15.7,0.37,22.43,46640,2.7,16.59,18.95,21.94,25.44,29.79,34500,39420,45630,52910,61960,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,4-digit,360,15.2,2.11,19.21,39960,2,15.11,16.74,19.22,22.09,23.91,31430,34820,39990,45950,49730,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,4-digit,**,**,**,15.99,33250,4.1,13.05,14.35,16.21,17.91,18.93,27150,29840,33710,37250,39370,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",43-9061,"Office Clerks, General",detailed,4-digit,350,12.2,2.04,18.22,37900,4.5,9.88,14.17,17.84,21.82,27.42,20560,29460,37100,45390,57040,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",49-0000,"Installation, Maintenance, and Repair Occupations",major,4-digit,400,7.9,2.31,24.57,51100,1.8,15.11,19.35,25.01,29.37,34.3,31440,40250,52020,61090,71340,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,4-digit,40,9.9,0.24,33.56,69810,3.2,20.46,28.95,34.18,38.38,44.77,42560,60220,71090,79840,93120,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",49-9041,Industrial Machinery Mechanics,detailed,4-digit,80,20.8,0.48,24.61,51180,4.5,14.99,20.38,26,29.05,31.14,31180,42380,54080,60420,64770,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",49-9043,"Maintenance Workers, Machinery",detailed,4-digit,100,16.4,0.59,27.22,56620,3.7,18.92,24.87,27.86,30.82,35.28,39350,51730,57950,64110,73370,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",49-9071,"Maintenance and Repair Workers, General",detailed,4-digit,160,9.9,0.94,20.89,43460,2.7,13.65,16.64,21.19,24.87,28.81,28390,34620,44080,51730,59920,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-0000,Production Occupations,major,4-digit,12320,3.7,71.48,21.25,44190,1.2,14.54,16.95,20.5,24.92,29.74,30250,35250,42640,51820,61860,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,4-digit,940,9.7,5.48,30.52,63480,1.5,22.12,25.64,29.57,35.15,40.89,46010,53320,61500,73110,85050,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-2041,Structural Metal Fabricators and Fitters,detailed,4-digit,**,**,**,21.09,43870,7.2,14.59,16.99,20.78,23.81,26.68,30340,35340,43220,49520,55500,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-2090,Miscellaneous Assemblers and Fabricators,detailed,4-digit,350,14.4,2.04,16.23,33750,3.3,11.56,13.39,15.92,18.52,22.28,24040,27860,33120,38530,46340,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4-digit,**,**,**,22.72,47250,3.9,16.09,18.21,23.85,27.34,29.33,33470,37870,49610,56870,61000,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4-digit,**,**,**,22.2,46180,3,19.32,20.34,22.02,23.71,27.07,40190,42300,45810,49320,56300,,
55,Wisconsin,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4-digit,260,12.4,1.49,20.25,42120,2.3,15.45,17.29,20.17,23.18,26.04,32130,35970,41950,48220,54170,,
